SAMN09631730	Streptococcus_oralis-SGB36	1892	refSeq
SAMN09631731	Streptococcus_oralis-SGB37	1878	refSeq
SAMN09631732	Streptococcus_mitis-SGB38	1869	refSeq
SAMN09631733	Streptococcus_mitis-SGB39	1814	refSeq
GCF_001992915.1_ASM199291v1_genomic	Burkholderia_cenocepacia-SGB31	7439	refSeq
SAMN06173175	Staphylococcus_simulans-SGB182	2530	refSeq
GCF_002266405.1_ASM226640v1_genomic	Enterobacter_cloacae-SGB40	4411	refSeq
GCF_000596345.1_Stap_aure_DAR5863_V1_genomic	Staphylococcus_aureus-SGB24	2702	refSeq
SAMN03197926	Staphylococcus_epidermidis-SGB26-MERGED-SGB655	2285	refSeq
GCF_900035265.1_14412_4_20_genomic	Haemophilus_influenzae-SGB5	1801	refSeq
SAMEA864240	Streptococcus_pyogenes-SGB16	1730	refSeq
SAMEA864241	Streptococcus_pyogenes-SGB16	1703	refSeq
SAMEA864242	Streptococcus_pyogenes-SGB16	1721	refSeq
SAMEA864243	Streptococcus_pyogenes-SGB16	1655	refSeq
SAMN04046447	Listeria_monocytogenes-SGB3	3089	refSeq
SAMEA864245	Streptococcus_pyogenes-SGB16	1673	refSeq
SAMEA864246	Streptococcus_pyogenes-SGB16	1764	refSeq
SAMN05413852	Enterococcus_faecium-SGB10	2897	refSeq
SAMEA864248	Streptococcus_pyogenes-SGB16	1665	refSeq
SAMEA864249	Streptococcus_pyogenes-SGB16	1861	refSeq
GCF_002096535.1_ASM209653v1_genomic	Streptococcus_oralis-SGB42	1904	refSeq
GCA_900173245	Klebsiella_pneumoniae-SGB43	5236	refSeq
SAMN03217754	Haemophilus_haemolyticus-SGB44	1760	refSeq
GCF_000163095.1_ASM16309v1_genomic	Pediococcus_acidilactici-SGB45	1999	refSeq
GCF_000949245.1_SG099Q_genomic	Streptococcus_gallolyticus-SGB46	2307	refSeq
SAMN02325127	Staphylococcus_epidermidis-SGB26-MERGED-SGB655	2371	refSeq
GCA_000788015	Klebsiella_pneumoniae-SGB43	5539	refSeq
GCF_000555825.1_Stap_aure_M0420_V1_genomic	Staphylococcus_aureus-SGB24	2756	refSeq
GCF_002987585.1_ASM298758v1_genomic	Haemophilus_influenzae-SGB5	2003	refSeq
GCF_900170005.1_PRJEB19975_genomic	Gordonibacter_massiliensis-SGB579	3263	refSeq
GCF_900199935.1_B114_genomic	Neisseria_meningitidis-SGB6	2012	refSeq
GCA_000738255.1_Cj21382_genomic	Corynebacterium_jeikeium-SGB48	2014	refSeq
GCF_003958295.1_ASM395829v1_genomic	Serratia_marcescens-SGB18	5000	refSeq
SAMN09273503	Enterococcus_faecium-SGB10	2915	refSeq
SAMN09273505	Enterococcus_faecium-SGB10	2872	refSeq
SAMN09273504	Enterococcus_faecium-SGB10	2944	refSeq
SAMN09273507	Enterococcus_faecium-SGB10	2793	refSeq
SAMN09273506	Enterococcus_faecium-SGB10	2609	refSeq
GCF_000559885.1_Stap_aure_F54467_V1_genomic	Staphylococcus_aureus-SGB24	2691	refSeq
GCF_000160535.1_ASM16053v1_genomic	Prevotella_bergensis-SGB50	2749	refSeq
GCA_002885465.1_ASM288546v1_genomic	Akkermansia_muciniphila-SGB51	2282	refSeq
GCF_900200815.1_B280_genomic	Neisseria_meningitidis-SGB6	1970	refSeq
GCF_000571615.1_Stap_aure_F77960_V1_genomic	Staphylococcus_aureus-SGB24	2750	refSeq
GCF_008931425.1_ASM893142v1_genomic	Serratia_marcescens-SGB18	5475	refSeq
GCF_002750615.1_ASM275061v1_genomic	Lactobacillus_sakei-SGB9	1952	refSeq
SAMN02442661	Streptococcus_thermophilus-SGB52	2043	refSeq
0795_578_1_1_LKV1_S396_bin_1	Prevotella_bivia-SGB58	1940.59200994	South_Africa
GCF_003996065.1_ASM399606v1_genomic	Neisseria_meningitidis-SGB6	2052	refSeq
GCF_001437195.1_ASM143719v1_genomic	Lactobacillus_delbrueckii-SGB53	1830	refSeq
GCF_000541335.1_Stap_aure_SJOS6144_V1_genomic	Staphylococcus_aureus-SGB24	2650	refSeq
GCF_000573405.1_Stap_aure_M1314_V1_genomic	Staphylococcus_aureus-SGB24	2727	refSeq
GCF_000260015.1_SaureusIS157v1.0_genomic	Staphylococcus_aureus-SGB24	2905	refSeq
GCF_000579215.1_Stap_aure_F16107_V1_genomic	Staphylococcus_aureus-SGB24	2678	refSeq
GCF_001539685.1_12082_3_79_genomic	Serratia_marcescens-SGB18	4771	refSeq
GCF_003492545.1_ASM349254v1_genomic	Neisseria_meningitidis-SGB6	1970	refSeq
SAMN03196965	Streptococcus_salivarius-SGB106	1906	refSeq
GCF_003495285.1_ASM349528v1_genomic	Neisseria_meningitidis-SGB6	2104	refSeq
SAMN03196961	Staphylococcus_epidermidis-SGB26-MERGED-SGB655	2591	refSeq
GCF_001994895.1_ASM199489v1_genomic	Burkholderia_cenocepacia-SGB31	6962	refSeq
G3_bin_2	Lactobacillus_iners-SGB129-MERGED-SGB301-MERGED-SGB54-MERGED-SGB604	1282.36123703	North_America
GCF_900025525.1_14355_6_7_genomic	Neisseria_meningitidis-SGB6	2088	refSeq
GCF_000249015.1_ASM24901v2_genomic	Staphylococcus_aureus-SGB24	2768	refSeq
GCF_003494935.1_ASM349493v1_genomic	Neisseria_meningitidis-SGB6	2085	refSeq
GCF_000758185.1_LTH5448_genomic	Lactobacillus_reuteri-SGB56	1941	refSeq
GCF_003841965.1_INS_Nm1134_genomic	Neisseria_meningitidis-SGB6	2067	refSeq
GCF_002096415.1_ASM209641v1_genomic	Streptococcus_oralis-SGB57	1856	refSeq
GCF_000528595.1_Stap_aure_M0699_V1_genomic	Staphylococcus_aureus-SGB24	2697	refSeq
GCF_002318055.1_ASM231805v1_genomic	Neisseria_meningitidis-SGB6	1945	refSeq
GCF_003798985.1_ASM379898v1_genomic	Neisseria_meningitidis-SGB6	2007	refSeq
SAMN07638053	Enterococcus_faecium-SGB10	3056	refSeq
GCF_900203525.1_22522_genomic	Neisseria_meningitidis-SGB6	2005	refSeq
GCF_003496325.1_ASM349632v1_genomic	Neisseria_meningitidis-SGB6	2046	refSeq
NZ_SEST01000002.1	UPEC-SGB59	3355	refSeq
SRR5273947_bin_1	Lactobacillus_crispatus-SGB213-MERGED-SGB29-MERGED-SGB85	1909.65532006	Italy
C0140A2	Lactobacillus_gasseri-SGB19-MERGED-SGB450-MERGED-SGB685	1920	North_America
GCF_000262875.1_VRSA04_3_genomic	Staphylococcus_aureus-SGB24	2740	refSeq
GCF_900025575.1_14555_6_68_genomic	Neisseria_meningitidis-SGB6	2028	refSeq
SAMN02598313	Streptococcus_thermophilus-SGB52	2040	refSeq
GCA_002885015.1_ASM288501v1_genomic	Akkermansia_muciniphila-SGB61	2609	refSeq
GCF_003996235.1_ASM399623v1_genomic	Neisseria_meningitidis-SGB6	2055	refSeq
GCF_000264705.1_EntClo_1.0_genomic	Enterobacter_himalayensis-SGB62	4610	refSeq
0055_051_1_3_MRS3_S850_bin_1	Lactobacillus_vaginalis-SGB242	1743.56333677	South_Africa
SAMN00116890	Staphylococcus_epidermidis-SGB26-MERGED-SGB655	2296	refSeq
GCF_001539005.1_12082_5_33_genomic	Serratia_marcescens-SGB18	4788	refSeq
SAMN02644628	Neisseria_meningitidis-SGB6	2198	refSeq
GCF_000542355.1_Stap_aure_UCIM6119_V1_genomic	Staphylococcus_aureus-SGB24	2799	refSeq
SAMN02644626	Neisseria_meningitidis-SGB6	2166	refSeq
GCF_000539175.1_Stap_aure_FVRH6002_V1_genomic	Staphylococcus_aureus-SGB24	2901	refSeq
GCF_001974965.1_ASM197496v1_genomic	Neisseria_meningitidis-SGB6	2197	refSeq
GCA_002885355.1_ASM288535v1_genomic	Akkermansia_muciniphila-SGB51	2472	refSeq
SAMN02567408	Streptococcus_pyogenes-SGB16	1704	refSeq
SAMN02567402	Streptococcus_pyogenes-SGB16	1830	refSeq
GCF_001055485.1_ASM105548v1_genomic	Haemophilus_influenzae-SGB5	1846	refSeq
C0081A1	Pauljensenia_turicensis-SGB64	1667	North_America
SAMN02567406	Streptococcus_pyogenes-SGB16	1833	refSeq
SAMN06606133	Lactobacillus_acidophilus-SGB65	1990	refSeq
GCF_008180275.1_ASM818027v1_genomic	Neisseria_meningitidis-SGB6	2039	refSeq
GCF_000533135.1_Stap_aure_M1486_V1_genomic	Staphylococcus_aureus-SGB24	2702	refSeq
GCF_003203015.1_ASM320301v1_genomic	Haemophilus_influenzae-SGB5	1826	refSeq
0795_578_1_1_MRSI4_S826_bin_2	Lactobacillus_gasseri-SGB19-MERGED-SGB450-MERGED-SGB685	1456.66194746	South_Africa
GCF_001074565.1_ASM107456v1_genomic	Streptococcus_pseudopneumoniae-SGB67	2086	refSeq
GCF_900199895.1_B062_genomic	Neisseria_meningitidis-SGB6	2002	refSeq
GCF_000545065.1_Stap_aure_M0899_V1_genomic	Staphylococcus_aureus-SGB24	2769	refSeq
GCF_003432855.1_ASM343285v1_genomic	Neisseria_meningitidis-SGB6	1928	refSeq
SRR6747947_bin_6	Porphyromonas_sp_HMSC065F10-SGB68	1687.38461538	North_America
SRS049237_bin_3	Lactobacillus_iners-SGB129-MERGED-SGB301-MERGED-SGB54-MERGED-SGB604	1024.19622141	North_America
SRR6747947_bin_5	passilo_new-SGB70	2240.48961958	North_America
SRR6747947_bin_2	Lactobacillus_iners-SGB129-MERGED-SGB301-MERGED-SGB54-MERGED-SGB604	1276.06855255	North_America
SRS049237_bin_7	Lactobacillus_crispatus-SGB213-MERGED-SGB29-MERGED-SGB85	1687.9350348	North_America
SAMN03081481	Bifidobacterium_breve-SGB71	1978	refSeq
SAMN03081480	Bifidobacterium_breve-SGB71	2079	refSeq
SRR6747947_bin_8	passilo_new-SGB152-MERGED-SGB210	1682.53968254	North_America
SAMN03081482	Bifidobacterium_breve-SGB71	1987	refSeq
SAMN08517489	Streptococcus_agalactiae-SGB15	2201	refSeq
SAMN08517483	Streptococcus_agalactiae-SGB15	2076	refSeq
SAMN08517486	Streptococcus_agalactiae-SGB15	2045	refSeq
GCF_003474945.1_ASM347494v1_genomic	Bacteroides_stercoris-SGB27	3509	refSeq
GCF_000543145.1_Stap_aure_PLAC6055_V1_genomic	Staphylococcus_aureus-SGB24	2753	refSeq
SAMEA3856679	Enterococcus_faecium-SGB10	2608	refSeq
GCF_005890445.1_ASM589044v1_genomic	Streptococcus_pseudopneumoniae-SGB72	2217	refSeq
SAMD00060984	Streptococcus_gallolyticus-SGB46	2084	refSeq
MG_199199_bin_4	kwon_new-SGB73	1203.0075188	North_America
SAMN02595274	Enterococcus_faecium-SGB74	2749	refSeq
SAMEA1407122	Streptococcus_pyogenes-SGB16	1774	refSeq
SAMN02595270	Enterococcus_faecium-SGB74	2794	refSeq
SAMN02595273	Enterococcus_faecium-SGB74	2608	refSeq
SAMN02595272	Enterococcus_faecium-SGB10	2921	refSeq
SAMEA3138952	Listeria_monocytogenes-SGB3	2934	refSeq
GCF_000538635.1_Stap_aure_PLAC6017_V1_genomic	Staphylococcus_aureus-SGB24	2765	refSeq
GCF_002985485.1_ASM298548v1_genomic	Haemophilus_influenzae-SGB5	1843	refSeq
GCF_002984165.1_ASM298416v1_genomic	Haemophilus_influenzae-SGB5	1913	refSeq
GCF_000418895.1_S_marcescensMC459_1.0_genomic	Serratia_marcescens-SGB18	5076	refSeq
SAMN04286973	Citrobacter_freundii-SGB25	5150	refSeq
C0010C1	Finegoldia_magna-SGB653-MERGED-SGB75	1766	North_America
GCF_000535655.1_Stap_aure_M1071_V1_genomic	Staphylococcus_aureus-SGB24	2715	refSeq
GCF_000569715.1_Stap_aure_M91141_V1_genomic	Staphylococcus_aureus-SGB24	2799	refSeq
SAMN03800285	Listeria_monocytogenes-SGB3	2857	refSeq
SAMN03800286	Listeria_monocytogenes-SGB3	2891	refSeq
SAMEA1690325	Neisseria_meningitidis-SGB6	2179	refSeq
SAMEA1690322	Neisseria_meningitidis-SGB6	2170	refSeq
SAMN06177164	Staphylococcus_haemolyticus-SGB77	2443	refSeq
SAMEA1690323	Neisseria_meningitidis-SGB6	2166	refSeq
SAMEA1690320	Neisseria_meningitidis-SGB6	2139	refSeq
SAMN03800283	Listeria_monocytogenes-SGB3	3033	refSeq
GCF_000532535.1_Stap_aure_M1426_V1_genomic	Staphylococcus_aureus-SGB24	2771	refSeq
GCF_000586735.1_Stap_aure_W85810_V1_genomic	Staphylococcus_aureus-SGB24	2619	refSeq
SAMEA4076741	Neisseria_meningitidis-SGB6	2301	refSeq
CM_E07_S821_bin_1	Lactobacillus_crispatus-SGB213-MERGED-SGB29-MERGED-SGB85	2028.13480417	North_America
GCF_000528475.1_Stap_aure_M0686_V1_genomic	Staphylococcus_aureus-SGB24	2692	refSeq
SAMN03433963	Enterococcus_faecium-SGB10	3189	refSeq
GCF_000362725.1_Stap_aure_M1092_V1_genomic	Staphylococcus_aureus-SGB24	2737	refSeq
SAMN02471515	Enterococcus_faecium-SGB10	2859	refSeq
SAMN02471514	Enterococcus_faecium-SGB10	2785	refSeq
SAMN02471513	Enterococcus_faecium-SGB10	2746	refSeq
SAMN06472809	Listeria_monocytogenes-SGB3	3028	refSeq
GCF_000712555.1_LTH2584_genomic	Lactobacillus_reuteri-SGB56	2163	refSeq
GCF_900076245.1_11983_6_96_genomic	Enterobacter_himalayensis-SGB62	4749	refSeq
SAMN03996282	Enterococcus_faecium-SGB10	3251	refSeq
SAMEA3158499	Lactobacillus_rhamnosus-SGB79	2869	refSeq
SAMN05762133	Streptococcus_agalactiae-SGB15	2077	refSeq
SAMN05762135	Streptococcus_agalactiae-SGB15	2089	refSeq
SAMN05762134	Streptococcus_agalactiae-SGB15	2080	refSeq
SAMN05762136	Streptococcus_agalactiae-SGB15	2082	refSeq
GCF_001435715.1_ASM143571v1_genomic	Lactobacillus_sakei-SGB9	2050	refSeq
GCF_001992285.1_ASM199228v1_genomic	Burkholderia_cenocepacia-SGB31	6857	refSeq
MG_189662_bin_20	Megasphaera_genomosp_type_1-SGB80	1282.74710364	North_America
MG_189662_bin_21	passilo_new-SGB81	1360.10212371	North_America
MG_189662_bin_22	Gardnerella_vaginalis-SGB82	1234.53357431	North_America
C0051D5	Lactobacillus_crispatus-SGB213-MERGED-SGB29-MERGED-SGB85	2313	North_America
MG_189662_bin_24	Gardnerella_vaginalis-SGB237-MERGED-SGB83	1063.66813554	North_America
C0051D3	Lactobacillus_crispatus-SGB213-MERGED-SGB29-MERGED-SGB85	2227	North_America
MG_189662_bin_26	Fannyhessea_vaginae-SGB551-MERGED-SGB623-MERGED-SGB693-MERGED-SGB84	1118.39410078	North_America
SAMN08524336	Neisseria_meningitidis-SGB6	2243	refSeq
GCF_000551245.1_Stap_aure_M0031_V1_genomic	Staphylococcus_aureus-SGB24	2693	refSeq
SAMN08801532	Listeria_monocytogenes-SGB3	2877	refSeq
GCF_000573125.1_Stap_aure_M1334_V1_genomic	Staphylococcus_aureus-SGB24	2686	refSeq
SAMN08801533	Listeria_monocytogenes-SGB3	3024	refSeq
SAMN08801530	Listeria_monocytogenes-SGB3	2968	refSeq
MG_256903_bin_2	Lactobacillus_crispatus-SGB213-MERGED-SGB29-MERGED-SGB85	2174.95506291	North_America
SAMN08801531	Listeria_monocytogenes-SGB3	2905	refSeq
GCF_000387205.2_ASM38720v2_genomic	Neisseria_meningitidis-SGB6	2104	refSeq
SAMEA51825418	Bifidobacterium_infantis-SGB87	2622	refSeq
MG_1062501159_bin_1	Lactobacillus_iners-SGB129-MERGED-SGB301-MERGED-SGB54-MERGED-SGB604	1242.4403183	North_America
SAMN08801534	Listeria_monocytogenes-SGB3	3008	refSeq
GCF_000363805.1_Stap_aure_B147830_V1_genomic	Staphylococcus_aureus-SGB24	2736	refSeq
SAMN00809104	Enterococcus_faecium-SGB10	3067	refSeq
SAMEA1876559	Streptococcus_pyogenes-SGB16	1814	refSeq
SAMEA1876558	Streptococcus_pyogenes-SGB16	1765	refSeq
0756_546_1_1_MRSIHK3_S778_bin_1	Anaerococcus_tetradius-SGB110-MERGED-SGB577	1900.49614112	South_Africa
SAMEA1876553	Streptococcus_pyogenes-SGB16	1832	refSeq
SAMEA1876552	Streptococcus_pyogenes-SGB16	1657	refSeq
SAMEA1876551	Streptococcus_pyogenes-SGB16	1809	refSeq
SAMEA1876557	Streptococcus_pyogenes-SGB16	1652	refSeq
SAMN00809109	Enterococcus_faecium-SGB10	2793	refSeq
SAMEA1876555	Streptococcus_pyogenes-SGB16	1748	refSeq
GCF_003355135.1_ASM335513v1_genomic	Serratia_marcescens-SGB18	4781	refSeq
SAMN08801539	Listeria_monocytogenes-SGB3	3172	refSeq
C3_bin_1	Lactobacillus_gasseri-SGB19-MERGED-SGB450-MERGED-SGB685	1889.14830982	North_America
SAMN07735158	Bacteroides_fragilis-SGB17	4302	refSeq
SAMN04235878	Listeria_monocytogenes-SGB3	2930	refSeq
GCF_900202825.1_R913_genomic	Neisseria_meningitidis-SGB6	2009	refSeq
SAMN02716635	Streptococcus_pyogenes-SGB16	1962	refSeq
SAMN02730069	Bacteroides_fragilis-SGB89	4583	refSeq
SAMEA2271937	Chlamydia_trachomatis-SGB90	938	refSeq
GCF_900199905.1_B082_genomic	Neisseria_meningitidis-SGB6	2053	refSeq
GCF_000564665.1_Stap_aure_W58473_V1_genomic	Staphylococcus_aureus-SGB24	2698	refSeq
SAMEA4412703	Listeria_monocytogenes-SGB3	3039	refSeq
GCF_003494135.1_ASM349413v1_genomic	Haemophilus_influenzae-SGB5	1840	refSeq
GCF_000535915.1_Stap_aure_M1385_V1_genomic	Staphylococcus_aureus-SGB24	2715	refSeq
GCF_000577085.1_Stap_aure_H41336_V1_genomic	Staphylococcus_aureus-SGB24	2805	refSeq
GCF_002014955.1	Streptococcus_pseudopneumoniae-SGB72	2158	refSeq
SAMN10397177	Neisseria_meningitidis-SGB6	2065	refSeq
SAMN04606875	Staphylococcus_epidermidis-SGB26-MERGED-SGB655	2685	refSeq
SAMN10397175	Neisseria_meningitidis-SGB6	2146	refSeq
SAMN10397174	Neisseria_meningitidis-SGB6	2059	refSeq
SAMN04606870	Staphylococcus_epidermidis-SGB26-MERGED-SGB655	2406	refSeq
SAMN10397172	Neisseria_meningitidis-SGB6	2124	refSeq
SAMN10397171	Neisseria_meningitidis-SGB6	2074	refSeq
SAMN10397170	Neisseria_meningitidis-SGB6	2133	refSeq
SAMN10397179	Neisseria_meningitidis-SGB6	2126	refSeq
SAMN10397178	Neisseria_meningitidis-SGB6	2174	refSeq
BJ7_bin_1	Lactobacillus_crispatus-SGB213-MERGED-SGB29-MERGED-SGB85	2156.94006309	South_Africa
GCF_000604505.1_Stap_aure_M32567_V1_genomic	Staphylococcus_aureus-SGB24	2554	refSeq
GCF_900039435.1_14355_4_35_genomic	Neisseria_meningitidis-SGB6	2072	refSeq
C0052B2	Lactobacillus_crispatus-SGB213-MERGED-SGB29-MERGED-SGB85	2586	North_America
C0052B1	Lactobacillus_crispatus-SGB213-MERGED-SGB29-MERGED-SGB85	2582	North_America
GCF_003957935.1_ASM395793v1_genomic	Serratia_marcescens-SGB18	4941	refSeq
